# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-a" "/home/sxy/rnaseq_project/reference/ecoli.gtf" "-o" "/home/sxy/rnaseq_project/results/counts/Ecoli_counts_CDS.txt" "-g" "transcript_id" "-t" "CDS" "-p" "/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam" 						
Geneid	Chr	Start	End	Strand	Length	/home/sxy/rnaseq_project/results/aligned/Ecoli_Aligned.sortedByCoord.out.bam
gene-FAZ85_RS19975	NZ_SSTT01000025.1	72333	73064	+	732	1271
gene-FAZ85_RS19980	NZ_SSTT01000025.1	73285	73689	+	405	700
gene-FAZ85_RS19985	NZ_SSTT01000025.1	73742	73852	+	111	110
gene-FAZ85_RS25680	NZ_SSTT01000025.1	74088	74132	+	45	69
gene-FAZ85_RS19990	NZ_SSTT01000025.1	74385	74708	+	324	218
gene-FAZ85_RS19995	NZ_SSTT01000025.1	74811	74978	-	168	90
gene-FAZ85_RS20000	NZ_SSTT01000025.1	75675	76748	-	1074	1
gene-FAZ85_RS20005	NZ_SSTT01000025.1	76793	78748	-	1956	0
gene-FAZ85_RS20010	NZ_SSTT01000025.1	79099	79545	-	447	0
gene-FAZ85_RS26475	NZ_SSTT01000025.1	79790	79851	-	62	0
gene-FAZ85_RS20025	NZ_SSTT01000026.1	145	528	+	384	345
gene-FAZ85_RS20030	NZ_SSTT01000026.1	591	1034	-	444	745
gene-FAZ85_RS20035	NZ_SSTT01000026.1	1191	2120	+	930	1720
gene-FAZ85_RS20040	NZ_SSTT01000026.1	2389	3990	+	1602	2083
gene-FAZ85_RS20045	NZ_SSTT01000026.1	4020	5324	+	1305	1202
gene-FAZ85_RS20050	NZ_SSTT01000026.1	5605	7341	+	1737	1855
gene-FAZ85_RS20055	NZ_SSTT01000026.1	7310	8884	-	1575	2273
gene-FAZ85_RS20060	NZ_SSTT01000026.1	9201	10025	-	825	1152
gene-FAZ85_RS20065	NZ_SSTT01000026.1	10225	13908	+	3684	3523
gene-FAZ85_RS20070	NZ_SSTT01000026.1	14128	15759	+	1632	1814
gene-FAZ85_RS20075	NZ_SSTT01000026.1	15850	16539	-	690	827
gene-FAZ85_RS20080	NZ_SSTT01000026.1	16922	18151	-	1230	1
gene-FAZ85_RS20085	NZ_SSTT01000026.1	18203	19027	-	825	0
gene-FAZ85_RS20090	NZ_SSTT01000026.1	19038	19835	-	798	0
gene-FAZ85_RS20095	NZ_SSTT01000026.1	19901	20395	-	495	1
gene-FAZ85_RS20100	NZ_SSTT01000026.1	20395	20802	-	408	0
gene-FAZ85_RS20105	NZ_SSTT01000026.1	20812	21618	-	807	0
gene-FAZ85_RS20110	NZ_SSTT01000026.1	21688	22635	-	948	1
gene-FAZ85_RS20115	NZ_SSTT01000026.1	22983	23855	+	873	1086
gene-FAZ85_RS20120	NZ_SSTT01000026.1	23856	24128	-	273	347
gene-FAZ85_RS20125	NZ_SSTT01000026.1	24658	25785	+	1128	0
gene-FAZ85_RS20130	NZ_SSTT01000026.1	25791	26582	+	792	0
gene-FAZ85_RS20135	NZ_SSTT01000026.1	26618	27544	-	927	0
gene-FAZ85_RS20140	NZ_SSTT01000026.1	27689	29038	-	1350	1462
gene-FAZ85_RS20150	NZ_SSTT01000026.1	29562	31211	+	1650	2261
gene-FAZ85_RS20155	NZ_SSTT01000026.1	31566	31808	+	243	195
gene-FAZ85_RS20160	NZ_SSTT01000026.1	31922	32560	+	639	517
gene-FAZ85_RS20165	NZ_SSTT01000026.1	32557	33294	+	738	425
gene-FAZ85_RS20170	NZ_SSTT01000026.1	33294	35390	+	2097	2189
gene-FAZ85_RS20175	NZ_SSTT01000026.1	35437	35715	-	279	435
gene-FAZ85_RS25685	NZ_SSTT01000026.1	35716	35859	+	144	182
gene-FAZ85_RS20180	NZ_SSTT01000026.1	35985	36395	+	411	692
gene-FAZ85_RS20185	NZ_SSTT01000026.1	36439	37914	-	1476	2415
gene-FAZ85_RS20190	NZ_SSTT01000026.1	38286	39176	-	891	1072
gene-FAZ85_RS20195	NZ_SSTT01000026.1	39191	40735	-	1545	1769
gene-FAZ85_RS20200	NZ_SSTT01000026.1	40889	42079	-	1191	1792
gene-FAZ85_RS20210	NZ_SSTT01000026.1	42444	43559	+	1116	1331
gene-FAZ85_RS20215	NZ_SSTT01000026.1	43631	44971	+	1341	1987
gene-FAZ85_RS20220	NZ_SSTT01000026.1	45214	46134	+	921	1346
gene-FAZ85_RS20225	NZ_SSTT01000026.1	46363	47943	+	1581	2561
gene-FAZ85_RS20230	NZ_SSTT01000026.1	48166	48663	+	498	687
gene-FAZ85_RS20235	NZ_SSTT01000026.1	48676	49548	+	873	1049
gene-FAZ85_RS20240	NZ_SSTT01000026.1	49703	52126	-	2424	2512
gene-FAZ85_RS20245	NZ_SSTT01000026.1	52297	52665	+	369	553
gene-FAZ85_RS20250	NZ_SSTT01000026.1	52775	53383	+	609	812
gene-FAZ85_RS20255	NZ_SSTT01000026.1	53456	54781	+	1326	1376
gene-FAZ85_RS20260	NZ_SSTT01000026.1	54897	55106	+	210	381
gene-FAZ85_RS20265	NZ_SSTT01000026.1	55148	55663	-	516	958
gene-FAZ85_RS20275	NZ_SSTT01000026.1	55981	56997	+	1017	1969
gene-FAZ85_RS20280	NZ_SSTT01000026.1	57360	58397	+	1038	1405
gene-FAZ85_RS20285	NZ_SSTT01000026.1	58531	58773	+	243	341
gene-FAZ85_RS20290	NZ_SSTT01000026.1	58939	59922	-	984	1266
gene-FAZ85_RS20295	NZ_SSTT01000026.1	60005	61420	+	1416	1644
gene-FAZ85_RS20300	NZ_SSTT01000026.1	61473	62552	+	1080	1256
gene-FAZ85_RS20305	NZ_SSTT01000026.1	62805	63998	+	1194	1718
gene-FAZ85_RS26150	NZ_SSTT01000026.1	64220	64471	-	252	420
gene-FAZ85_RS26155	NZ_SSTT01000026.1	64501	64723	-	223	303
gene-FAZ85_RS20320	NZ_SSTT01000026.1	65125	65838	+	714	1202
gene-FAZ85_RS20325	NZ_SSTT01000026.1	65949	66365	+	417	635
gene-FAZ85_RS20330	NZ_SSTT01000026.1	66369	66725	+	357	453
gene-FAZ85_RS20335	NZ_SSTT01000026.1	66760	69582	-	2823	2616
gene-FAZ85_RS20340	NZ_SSTT01000026.1	69836	70372	+	537	665
gene-FAZ85_RS20345	NZ_SSTT01000026.1	70471	70752	-	282	402
gene-FAZ85_RS20350	NZ_SSTT01000026.1	71182	72057	+	876	1332
gene-FAZ85_RS20360	NZ_SSTT01000027.1	431	1474	+	1044	1597
gene-FAZ85_RS20365	NZ_SSTT01000027.1	1512	2231	+	720	1087
gene-FAZ85_RS20370	NZ_SSTT01000027.1	2228	3169	-	942	1170
gene-FAZ85_RS20375	NZ_SSTT01000027.1	3283	3663	-	381	688
gene-FAZ85_RS20380	NZ_SSTT01000027.1	3979	5031	+	1053	1430
gene-FAZ85_RS20385	NZ_SSTT01000027.1	5189	5941	-	753	1137
gene-FAZ85_RS20390	NZ_SSTT01000027.1	6146	7186	-	1041	1031
gene-FAZ85_RS20395	NZ_SSTT01000027.1	7180	8328	-	1149	991
gene-FAZ85_RS20400	NZ_SSTT01000027.1	8332	9378	-	1047	800
gene-FAZ85_RS20405	NZ_SSTT01000027.1	9388	10404	-	1017	1203
gene-FAZ85_RS20410	NZ_SSTT01000027.1	10665	12137	-	1473	1708
gene-FAZ85_RS20415	NZ_SSTT01000027.1	12205	12993	-	789	874
gene-FAZ85_RS20420	NZ_SSTT01000027.1	13122	13271	+	150	273
gene-FAZ85_RS20425	NZ_SSTT01000027.1	13438	14211	+	774	1060
gene-FAZ85_RS20430	NZ_SSTT01000027.1	14211	14900	+	690	759
gene-FAZ85_RS20435	NZ_SSTT01000027.1	14903	15961	+	1059	1103
gene-FAZ85_RS20440	NZ_SSTT01000027.1	15962	16780	-	819	948
gene-FAZ85_RS20445	NZ_SSTT01000027.1	16935	17930	+	996	1181
gene-FAZ85_RS20450	NZ_SSTT01000027.1	17971	18924	-	954	1648
gene-FAZ85_RS20455	NZ_SSTT01000027.1	19108	20160	+	1053	1512
gene-FAZ85_RS20460	NZ_SSTT01000027.1	20236	21669	+	1434	1965
gene-FAZ85_RS20465	NZ_SSTT01000027.1	21852	24113	+	2262	2438
gene-FAZ85_RS20470	NZ_SSTT01000027.1	24347	25630	-	1284	1426
gene-FAZ85_RS20475	NZ_SSTT01000027.1	25765	26835	-	1071	0
gene-FAZ85_RS20480	NZ_SSTT01000027.1	26813	27031	-	219	3
gene-FAZ85_RS20485	NZ_SSTT01000027.1	27071	27238	-	168	0
gene-FAZ85_RS20495	NZ_SSTT01000027.1	27481	28083	+	603	1
gene-FAZ85_RS20500	NZ_SSTT01000027.1	28294	28515	-	222	0
gene-FAZ85_RS20505	NZ_SSTT01000027.1	28614	28829	-	216	0
gene-FAZ85_RS20510	NZ_SSTT01000027.1	28906	29097	-	192	0
gene-FAZ85_RS20515	NZ_SSTT01000027.1	29070	29252	-	183	0
gene-FAZ85_RS20520	NZ_SSTT01000027.1	29249	29929	-	681	171
gene-FAZ85_RS20525	NZ_SSTT01000027.1	29926	30711	-	786	0
gene-FAZ85_RS20530	NZ_SSTT01000027.1	30717	31013	-	297	0
gene-FAZ85_RS20540	NZ_SSTT01000027.1	31089	31295	-	207	0
gene-FAZ85_RS20545	NZ_SSTT01000027.1	31804	32631	-	828	1
gene-FAZ85_RS20550	NZ_SSTT01000027.1	32628	33377	-	750	0
gene-FAZ85_RS20555	NZ_SSTT01000027.1	33500	34189	-	690	0
gene-FAZ85_RS20560	NZ_SSTT01000027.1	34294	34524	+	231	0
gene-FAZ85_RS20565	NZ_SSTT01000027.1	34594	35133	+	540	0
gene-FAZ85_RS20570	NZ_SSTT01000027.1	35130	36149	+	1020	0
gene-FAZ85_RS20575	NZ_SSTT01000027.1	36146	36847	+	702	99
gene-FAZ85_RS20580	NZ_SSTT01000027.1	36844	37137	+	294	51
gene-FAZ85_RS20590	NZ_SSTT01000027.1	37622	38182	+	561	0
gene-FAZ85_RS20595	NZ_SSTT01000027.1	38179	38631	+	453	0
gene-FAZ85_RS20600	NZ_SSTT01000027.1	38724	38825	+	102	93
gene-FAZ85_RS20605	NZ_SSTT01000027.1	38822	39277	+	456	390
gene-FAZ85_RS20610	NZ_SSTT01000027.1	39277	39447	+	171	188
gene-FAZ85_RS20615	NZ_SSTT01000027.1	39440	39730	+	291	313
gene-FAZ85_RS20620	NZ_SSTT01000027.1	39727	40089	+	363	418
gene-FAZ85_RS20625	NZ_SSTT01000027.1	40086	40226	+	141	93
gene-FAZ85_RS20630	NZ_SSTT01000027.1	40312	40689	+	378	159
gene-FAZ85_RS20635	NZ_SSTT01000027.1	40845	41369	-	525	0
gene-FAZ85_RS20640	NZ_SSTT01000027.1	41562	42521	+	960	1
gene-FAZ85_RS20650	NZ_SSTT01000027.1	42873	43603	+	731	0
gene-FAZ85_RS20655	NZ_SSTT01000027.1	43791	44006	+	216	121
gene-FAZ85_RS20660	NZ_SSTT01000027.1	44006	44503	+	498	281
gene-FAZ85_RS25695	NZ_SSTT01000027.1	44500	44967	+	468	96
gene-FAZ85_RS20670	NZ_SSTT01000027.1	44955	45107	+	153	0
gene-FAZ85_RS20675	NZ_SSTT01000027.1	45459	45869	-	411	157
gene-FAZ85_RS20680	NZ_SSTT01000027.1	45926	46159	-	234	447
gene-FAZ85_RS20685	NZ_SSTT01000027.1	46548	47108	+	561	795
gene-FAZ85_RS20690	NZ_SSTT01000027.1	47054	47761	+	708	0
gene-FAZ85_RS20695	NZ_SSTT01000027.1	47810	47944	+	135	142
gene-FAZ85_RS20705	NZ_SSTT01000027.1	47999	48667	-	669	838
gene-FAZ85_RS26160	NZ_SSTT01000027.1	48742	48837	-	96	68
gene-FAZ85_RS26165	NZ_SSTT01000027.1	48817	48993	+	177	61
gene-FAZ85_RS20715	NZ_SSTT01000027.1	49067	50398	-	1332	1
gene-FAZ85_RS20720	NZ_SSTT01000027.1	51144	51620	-	477	542
gene-FAZ85_RS20725	NZ_SSTT01000027.1	51679	52968	-	1290	1075
gene-FAZ85_RS20730	NZ_SSTT01000027.1	53055	54095	+	1041	884
gene-FAZ85_RS20735	NZ_SSTT01000027.1	54092	55246	+	1155	584
gene-FAZ85_RS20740	NZ_SSTT01000027.1	55233	55988	+	756	518
gene-FAZ85_RS20745	NZ_SSTT01000027.1	55981	56658	+	678	700
gene-FAZ85_RS20750	NZ_SSTT01000027.1	57237	59258	+	2022	2539
gene-FAZ85_RS26480	NZ_SSTT01000027.1	59295	59392	-	98	147
gene-FAZ85_RS20755	NZ_SSTT01000027.1	59450	60358	-	909	1324
gene-FAZ85_RS20760	NZ_SSTT01000027.1	60755	61744	+	990	1130
gene-FAZ85_RS20765	NZ_SSTT01000027.1	61766	62278	+	513	601
gene-FAZ85_RS20770	NZ_SSTT01000027.1	62281	62766	+	486	451
gene-FAZ85_RS20775	NZ_SSTT01000027.1	62759	63004	+	246	160
gene-FAZ85_RS20780	NZ_SSTT01000027.1	63006	63458	+	453	506
gene-FAZ85_RS20785	NZ_SSTT01000027.1	63595	64299	+	705	952
gene-FAZ85_RS20790	NZ_SSTT01000027.1	64504	64686	+	183	188
gene-FAZ85_RS20800	NZ_SSTT01000028.1	184	1068	-	885	1269
gene-FAZ85_RS20805	NZ_SSTT01000028.1	1109	1267	-	159	403
gene-FAZ85_RS20810	NZ_SSTT01000028.1	1320	2576	-	1257	2181
gene-FAZ85_RS20815	NZ_SSTT01000028.1	2636	3469	-	834	1368
gene-FAZ85_RS20820	NZ_SSTT01000028.1	3718	4482	+	765	1355
gene-FAZ85_RS20825	NZ_SSTT01000028.1	4521	5447	-	927	1103
gene-FAZ85_RS20830	NZ_SSTT01000028.1	5537	6535	+	999	1370
gene-FAZ85_RS20835	NZ_SSTT01000028.1	6532	6750	-	219	250
gene-FAZ85_RS20840	NZ_SSTT01000028.1	6752	8767	-	2016	2181
gene-FAZ85_RS20845	NZ_SSTT01000028.1	8838	9824	-	987	917
gene-FAZ85_RS20850	NZ_SSTT01000028.1	10054	10815	+	762	1105
gene-FAZ85_RS20855	NZ_SSTT01000028.1	11000	11971	+	972	1425
gene-FAZ85_RS20860	NZ_SSTT01000028.1	12355	12612	+	258	514
gene-FAZ85_RS20865	NZ_SSTT01000028.1	12657	14384	+	1728	2483
gene-FAZ85_RS20870	NZ_SSTT01000028.1	14425	14934	+	510	838
gene-FAZ85_RS20875	NZ_SSTT01000028.1	14976	15827	-	852	1102
gene-FAZ85_RS20880	NZ_SSTT01000028.1	15932	16300	+	369	302
gene-FAZ85_RS20885	NZ_SSTT01000028.1	16303	17214	-	912	697
gene-FAZ85_RS20890	NZ_SSTT01000028.1	17348	18445	-	1098	638
gene-FAZ85_RS20895	NZ_SSTT01000028.1	18435	19310	-	876	649
gene-FAZ85_RS20900	NZ_SSTT01000028.1	19310	20143	-	834	716
gene-FAZ85_RS20905	NZ_SSTT01000028.1	20143	21159	-	1017	945
gene-FAZ85_RS20910	NZ_SSTT01000028.1	21330	22121	-	792	881
gene-FAZ85_RS20915	NZ_SSTT01000028.1	22250	23107	-	858	1140
gene-FAZ85_RS20920	NZ_SSTT01000028.1	23271	24167	+	897	1038
gene-FAZ85_RS20925	NZ_SSTT01000028.1	24171	25595	+	1425	1285
gene-FAZ85_RS20930	NZ_SSTT01000028.1	25600	26904	+	1305	1198
gene-FAZ85_RS20935	NZ_SSTT01000028.1	26962	27861	-	900	883
gene-FAZ85_RS20940	NZ_SSTT01000028.1	27957	28532	-	576	724
gene-FAZ85_RS20945	NZ_SSTT01000028.1	28593	29042	-	450	545
gene-FAZ85_RS20950	NZ_SSTT01000028.1	29029	29454	-	426	631
gene-FAZ85_RS20955	NZ_SSTT01000028.1	29668	30537	+	870	1060
gene-FAZ85_RS20960	NZ_SSTT01000028.1	30541	31440	+	900	660
gene-FAZ85_RS20965	NZ_SSTT01000028.1	31446	32498	-	1053	1008
gene-FAZ85_RS20970	NZ_SSTT01000028.1	32544	33044	-	501	413
gene-FAZ85_RS20975	NZ_SSTT01000028.1	33057	33716	-	660	397
gene-FAZ85_RS20980	NZ_SSTT01000028.1	33726	34613	-	888	636
gene-FAZ85_RS20985	NZ_SSTT01000028.1	34634	35995	-	1362	973
gene-FAZ85_RS20990	NZ_SSTT01000028.1	36007	37410	-	1404	502
gene-FAZ85_RS20995	NZ_SSTT01000028.1	37407	38633	-	1227	1085
gene-FAZ85_RS21000	NZ_SSTT01000028.1	38750	39937	-	1188	715
gene-FAZ85_RS21005	NZ_SSTT01000028.1	39927	40763	-	837	479
gene-FAZ85_RS21010	NZ_SSTT01000028.1	40774	42177	-	1404	754
gene-FAZ85_RS21015	NZ_SSTT01000028.1	42189	42476	-	288	252
gene-FAZ85_RS21020	NZ_SSTT01000028.1	42583	42876	-	294	262
gene-FAZ85_RS21025	NZ_SSTT01000028.1	42915	43931	-	1017	584
gene-FAZ85_RS21030	NZ_SSTT01000028.1	43928	44731	-	804	427
gene-FAZ85_RS21035	NZ_SSTT01000028.1	44728	45429	-	702	532
gene-FAZ85_RS21040	NZ_SSTT01000028.1	45404	45883	-	480	509
gene-FAZ85_RS21045	NZ_SSTT01000028.1	45896	46231	-	336	485
gene-FAZ85_RS21050	NZ_SSTT01000028.1	46524	48803	-	2280	2416
gene-FAZ85_RS21055	NZ_SSTT01000028.1	49092	50042	+	951	1407
gene-FAZ85_RS21060	NZ_SSTT01000028.1	50062	52065	+	2004	2062
gene-FAZ85_RS21065	NZ_SSTT01000028.1	52161	53204	-	1044	1285
gene-FAZ85_RS21070	NZ_SSTT01000028.1	53330	53905	-	576	806
gene-FAZ85_RS21075	NZ_SSTT01000028.1	53973	55952	-	1980	1962
gene-FAZ85_RS21080	NZ_SSTT01000028.1	56158	57858	+	1701	2333
gene-FAZ85_RS21085	NZ_SSTT01000028.1	58022	61135	+	3114	3565
gene-FAZ85_RS21090	NZ_SSTT01000028.1	61234	61293	-	60	150
gene-FAZ85_RS21095	NZ_SSTT01000028.1	61674	62030	+	357	516
gene-FAZ85_RS21100	NZ_SSTT01000028.1	62034	63161	+	1128	1220
gene-FAZ85_RS21105	NZ_SSTT01000028.1	63189	63389	+	201	270
gene-FAZ85_RS21110	NZ_SSTT01000028.1	63499	63870	-	372	238
gene-FAZ85_RS21130	NZ_SSTT01000029.1	466	1641	-	1176	1073
gene-FAZ85_RS21135	NZ_SSTT01000029.1	1787	3211	+	1425	1363
gene-FAZ85_RS21140	NZ_SSTT01000029.1	3364	4404	+	1041	1019
gene-FAZ85_RS21145	NZ_SSTT01000029.1	4401	4868	+	468	668
gene-FAZ85_RS21150	NZ_SSTT01000029.1	4958	5836	+	879	1213
gene-FAZ85_RS21155	NZ_SSTT01000029.1	5861	7399	+	1539	1285
gene-FAZ85_RS21165	NZ_SSTT01000029.1	7477	9354	-	1878	0
gene-FAZ85_RS21170	NZ_SSTT01000029.1	9809	10717	+	909	1157
gene-FAZ85_RS21175	NZ_SSTT01000029.1	10887	11627	+	741	900
gene-FAZ85_RS21180	NZ_SSTT01000029.1	11627	12301	+	675	798
gene-FAZ85_RS21185	NZ_SSTT01000029.1	12301	13026	+	726	858
gene-FAZ85_RS21190	NZ_SSTT01000029.1	13144	14079	+	936	1372
gene-FAZ85_RS21195	NZ_SSTT01000029.1	14163	15833	+	1671	2133
gene-FAZ85_RS21200	NZ_SSTT01000029.1	15893	17344	-	1452	2259
gene-FAZ85_RS21205	NZ_SSTT01000029.1	17341	18048	-	708	1257
gene-FAZ85_RS21210	NZ_SSTT01000029.1	18150	18704	+	555	1090
gene-FAZ85_RS21215	NZ_SSTT01000029.1	18714	20141	-	1428	2340
gene-FAZ85_RS21220	NZ_SSTT01000029.1	20138	20845	-	708	1351
gene-FAZ85_RS21225	NZ_SSTT01000029.1	21009	21986	+	978	1798
gene-FAZ85_RS21230	NZ_SSTT01000029.1	22056	22538	-	483	921
gene-FAZ85_RS21235	NZ_SSTT01000029.1	22773	25355	+	2583	2996
gene-FAZ85_RS21240	NZ_SSTT01000029.1	25370	25951	+	582	677
gene-FAZ85_RS21245	NZ_SSTT01000029.1	25951	26982	+	1032	1165
gene-FAZ85_RS21250	NZ_SSTT01000029.1	26984	27625	+	642	805
gene-FAZ85_RS21255	NZ_SSTT01000029.1	27649	28260	+	612	872
gene-FAZ85_RS21260	NZ_SSTT01000029.1	28520	28837	+	318	449
gene-FAZ85_RS21265	NZ_SSTT01000029.1	28841	29308	+	468	492
gene-FAZ85_RS21270	NZ_SSTT01000029.1	29339	31240	+	1902	2296
gene-FAZ85_RS21275	NZ_SSTT01000029.1	31243	32355	+	1113	1191
gene-FAZ85_RS21280	NZ_SSTT01000029.1	32366	33454	+	1089	885
gene-FAZ85_RS21285	NZ_SSTT01000029.1	33594	34805	+	1212	1817
gene-FAZ85_RS21290	NZ_SSTT01000029.1	34916	35179	+	264	548
gene-FAZ85_RS21295	NZ_SSTT01000029.1	35280	35921	+	642	1238
gene-FAZ85_RS21300	NZ_SSTT01000029.1	36180	37133	+	954	1711
gene-FAZ85_RS21305	NZ_SSTT01000029.1	37342	38307	+	966	1263
gene-FAZ85_RS21310	NZ_SSTT01000029.1	38408	38611	-	204	268
gene-FAZ85_RS21315	NZ_SSTT01000029.1	38740	39528	-	789	913
gene-FAZ85_RS21320	NZ_SSTT01000029.1	39621	40004	+	384	685
gene-FAZ85_RS21325	NZ_SSTT01000029.1	40058	40267	-	210	406
gene-FAZ85_RS21330	NZ_SSTT01000029.1	40442	41002	-	561	1086
gene-FAZ85_RS21335	NZ_SSTT01000029.1	41591	42976	+	1386	1840
gene-FAZ85_RS21340	NZ_SSTT01000029.1	43017	43697	-	681	731
gene-FAZ85_RS21345	NZ_SSTT01000029.1	43666	45324	-	1659	2030
gene-FAZ85_RS21350	NZ_SSTT01000029.1	45704	46762	+	1059	1545
gene-FAZ85_RS21355	NZ_SSTT01000029.1	46777	47073	+	297	227
gene-FAZ85_RS21360	NZ_SSTT01000029.1	47070	47978	+	909	628
gene-FAZ85_RS21365	NZ_SSTT01000029.1	47989	49521	+	1533	1215
gene-FAZ85_RS21370	NZ_SSTT01000029.1	49525	50076	+	552	381
gene-FAZ85_RS21375	NZ_SSTT01000029.1	50051	50929	+	879	936
gene-FAZ85_RS21380	NZ_SSTT01000029.1	50980	52443	+	1464	2006
gene-FAZ85_RS21385	NZ_SSTT01000029.1	52557	53363	+	807	1132
gene-FAZ85_RS21390	NZ_SSTT01000029.1	53593	54003	+	411	632
gene-FAZ85_RS26365	NZ_SSTT01000029.1	54141	54230	+	90	91
gene-FAZ85_RS21395	NZ_SSTT01000029.1	54234	55472	-	1239	1673
gene-FAZ85_RS21400	NZ_SSTT01000029.1	55693	56121	+	429	715
gene-FAZ85_RS21405	NZ_SSTT01000029.1	56242	57807	-	1566	1565
gene-FAZ85_RS21410	NZ_SSTT01000029.1	57978	58541	-	564	1048
gene-FAZ85_RS21415	NZ_SSTT01000029.1	58912	59658	+	747	1467
gene-FAZ85_RS21420	NZ_SSTT01000029.1	59867	60421	+	555	633
gene-FAZ85_RS26485	NZ_SSTT01000029.1	60436	60492	-	57	0
gene-FAZ85_RS03295	NZ_SSTT01000003.1	1	768	+	768	2649
gene-FAZ85_RS25975	NZ_SSTT01000003.1	781	906	+	126	95
gene-FAZ85_RS03300	NZ_SSTT01000003.1	1074	1292	+	219	231
gene-FAZ85_RS03305	NZ_SSTT01000003.1	1375	1877	+	503	807
gene-FAZ85_RS03310	NZ_SSTT01000003.1	1896	2528	-	633	1118
gene-FAZ85_RS25775	NZ_SSTT01000003.1	2749	3180	-	432	475
gene-FAZ85_RS26275	NZ_SSTT01000003.1	3183	3368	-	186	198
gene-FAZ85_RS03330	NZ_SSTT01000003.1	3397	3978	-	582	240
gene-FAZ85_RS03335	NZ_SSTT01000003.1	3994	4728	-	735	1
gene-FAZ85_RS03340	NZ_SSTT01000003.1	4725	4999	-	275	0
gene-FAZ85_RS03345	NZ_SSTT01000003.1	5076	5316	-	241	0
gene-FAZ85_RS03350	NZ_SSTT01000003.1	5330	6511	-	1182	1
gene-FAZ85_RS03355	NZ_SSTT01000003.1	6769	7269	+	501	0
gene-FAZ85_RS03360	NZ_SSTT01000003.1	7271	7564	+	294	0
gene-FAZ85_RS25785	NZ_SSTT01000003.1	7626	8752	-	1127	0
gene-FAZ85_RS03380	NZ_SSTT01000003.1	8761	9528	-	768	0
gene-FAZ85_RS03385	NZ_SSTT01000003.1	9530	9790	-	261	0
gene-FAZ85_RS03390	NZ_SSTT01000003.1	9800	10465	-	666	1
gene-FAZ85_RS03395	NZ_SSTT01000003.1	10455	11442	-	988	0
gene-FAZ85_RS25980	NZ_SSTT01000003.1	11402	11749	-	348	1
gene-FAZ85_RS25985	NZ_SSTT01000003.1	12046	12275	-	230	0
gene-FAZ85_RS03405	NZ_SSTT01000003.1	12253	12709	-	457	0
gene-FAZ85_RS03410	NZ_SSTT01000003.1	12699	13991	-	1293	0
gene-FAZ85_RS03415	NZ_SSTT01000003.1	14023	14583	-	561	0
gene-FAZ85_RS03420	NZ_SSTT01000003.1	14562	14684	-	123	0
gene-FAZ85_RS03425	NZ_SSTT01000003.1	15030	15209	-	180	1
gene-FAZ85_RS03430	NZ_SSTT01000003.1	15276	16886	-	1611	1951
gene-FAZ85_RS03440	NZ_SSTT01000003.1	17272	18027	-	756	1161
gene-FAZ85_RS03445	NZ_SSTT01000003.1	18442	20739	+	2298	2672
gene-FAZ85_RS03450	NZ_SSTT01000003.1	20750	21628	+	879	842
gene-FAZ85_RS03455	NZ_SSTT01000003.1	21625	22104	+	480	586
gene-FAZ85_RS03460	NZ_SSTT01000003.1	22144	23922	-	1779	3337
gene-FAZ85_RS03465	NZ_SSTT01000003.1	24401	25588	+	1188	2014
gene-FAZ85_RS03470	NZ_SSTT01000003.1	25646	26842	+	1197	1577
gene-FAZ85_RS03475	NZ_SSTT01000003.1	26900	28111	+	1212	1716
gene-FAZ85_RS03480	NZ_SSTT01000003.1	28164	29549	+	1386	1397
gene-FAZ85_RS03485	NZ_SSTT01000003.1	29597	30529	+	933	1453
gene-FAZ85_RS03490	NZ_SSTT01000003.1	30570	32195	-	1626	1987
gene-FAZ85_RS03495	NZ_SSTT01000003.1	32243	33013	-	771	1286
gene-FAZ85_RS03500	NZ_SSTT01000003.1	33116	33694	+	579	1137
gene-FAZ85_RS03505	NZ_SSTT01000003.1	34016	37114	+	3099	3943
gene-FAZ85_RS03510	NZ_SSTT01000003.1	37117	38445	+	1329	1377
gene-FAZ85_RS03515	NZ_SSTT01000003.1	38496	39275	+	780	851
gene-FAZ85_RS03520	NZ_SSTT01000003.1	39272	42142	+	2871	3220
gene-FAZ85_RS03525	NZ_SSTT01000003.1	42307	43707	+	1401	2372
gene-FAZ85_RS03530	NZ_SSTT01000003.1	43725	45041	+	1317	2145
gene-FAZ85_RS03535	NZ_SSTT01000003.1	45077	46444	+	1368	1693
gene-FAZ85_RS03540	NZ_SSTT01000003.1	46480	46968	-	489	537
gene-FAZ85_RS03545	NZ_SSTT01000003.1	46968	48887	-	1920	2091
gene-FAZ85_RS03550	NZ_SSTT01000003.1	49323	50771	+	1449	2328
gene-FAZ85_RS03555	NZ_SSTT01000003.1	50773	50898	+	126	118
gene-FAZ85_RS03560	NZ_SSTT01000003.1	50895	50966	-	72	120
gene-FAZ85_RS03565	NZ_SSTT01000003.1	51021	51569	+	549	903
gene-FAZ85_RS03570	NZ_SSTT01000003.1	51612	53129	-	1518	1895
gene-FAZ85_RS03575	NZ_SSTT01000003.1;NZ_SSTT01000003.1	53139;54163	54161;54237	-;-	1098	1281
gene-FAZ85_RS03580	NZ_SSTT01000003.1	54328	56061	-	1734	1479
